Customer ID,Customer Name,Unnamed: 2,Unnamed: 3,Unnamed: 4,Recency,Frequency,CLV,Profit_nbr,Profit_pct,IPO,AOV,CLV2,Profit_nbr2,Profit_pct2,IPO2,AOV2,CLV3,Profit_nbr3,Profit_pct3,IPO3,AOV3,Clusters
AA-10645,Anna Andreadi,Chairs,11/5/24,1/7/25,-63,18,5086.94,857.80,16.9,3.56,282.61,5835.13,1606.0,27.52,3.56,324.17,7331.47,1247.71,0.17,4.33,407.3,0
DV-13465,Dianna Vittorini,Storage,12/1/24,1/7/25,-37,15,3341.59,353.21,10.6,4.13,222.77,3398.3,409.93,12.06,4.13,226.55,3483.86,395.48,0.11,4.47,232.26,1
JE-15745,Joel Eaton,Accessories,11/9/24,1/7/25,-59,23,6760.82,221.80,3.3,3.91,293.95,7751.1,1212.08,15.64,3.91,337.0,9561.63,172.1,0.02,4.61,415.72,0
DL-13330,Denise Leinenbach,Art,11/3/24,1/7/25,-65,8,585.02,222.68,38.1,4.0,73.13,601.8,239.46,39.79,4.0,75.23,626.97,234.01,0.37,4.13,78.37,1
BS-11665,Brian Stugart,Accessories,5/27/23,1/7/25,-591,11,3288.11,238.74,7.3,4.27,298.92,3333.22,283.85,8.52,4.27,303.02,3400.89,240.15,0.07,4.36,309.17,1
LP-17080,Liz Pelletier,Furnishings,11/20/24,1/7/25,-48,9,756.61,110.78,14.6,4.33,84.07,875.15,229.33,26.2,4.33,97.24,1135.61,137.12,0.12,5.78,126.18,1
NS-18640,Noel Staavos,Tables,7/9/24,1/7/25,-182,26,2964.82,-234.77,-7.9,4.35,114.03,3225.41,25.82,0.8,4.35,124.05,3771.9,-418.7,-0.11,4.92,145.07,2
GK-14620,Grace Kelly,Art,9/9/24,1/7/25,-120,14,6497.27,"1,448.55",22.3,4.71,464.09,7072.61,2023.89,28.62,4.71,505.19,7994.16,1941.94,0.24,5.21,571.01,0
LM-17065,Liz MacKendrick,Tables,12/4/23,1/7/25,-400,7,1346.77,-44.88,-3.3,4.57,192.4,1367.08,-24.58,-1.8,4.57,195.3,1443.11,-18.64,-0.01,5.0,206.16,1
CA-12775,Cynthia Arntzen,Chairs,9/1/24,1/7/25,-128,17,3041.57,204.49,6.7,4.24,178.92,3476.99,639.92,18.4,4.24,204.53,4359.81,133.42,0.03,5.06,256.46,1
RW-19630,Rob Williams,Fasteners,10/2/24,1/7/25,-97,16,3279.75,698.83,21.3,3.31,204.98,3713.4,1132.49,30.5,3.31,232.09,4468.68,944.21,0.21,3.88,279.29,1
DL-12865,Dan Lawera,Art,9/21/24,1/7/25,-108,14,1503.11,322.24,21.4,3.64,107.37,1639.61,458.74,27.98,3.64,117.11,1860.89,350.33,0.19,4.21,132.92,1
AR-10825,Anthony Rawles,Art,11/2/24,1/7/25,-66,13,4523.34,494.84,10.9,4.15,347.95,4848.68,820.18,16.92,4.15,372.98,5441.2,684.55,0.13,4.85,418.55,1
RA-19915,Russell Applegate,Art,12/18/24,1/7/25,-20,22,4793.54,304.87,6.4,3.41,217.89,5168.95,680.27,13.16,3.41,234.95,5947.24,222.17,0.04,4.27,270.33,1
HA-14905,Helen Abelman,Binders,10/22/24,1/7/25,-77,10,2163.3,270.86,12.5,4.5,216.33,2346.71,454.27,19.36,4.5,234.67,2645.75,317.28,0.12,5.3,264.57,1
MS-17980,Michael Stewart,Fasteners,12/4/24,1/7/25,-34,11,855.12,55.23,6.5,4.45,77.74,903.11,103.22,11.43,4.45,82.1,975.1,50.08,0.05,4.91,88.65,1
BD-11620,Brian DeCherney,Paper,10/22/24,1/7/25,-77,8,1538.11,206.76,13.4,3.38,192.26,1633.59,302.24,18.5,3.38,204.2,1776.81,246.11,0.14,3.88,222.1,1
EH-13945,Eric Hoffmann,Art,5/27/24,1/7/25,-225,17,684.17,53.54,7.8,4.24,40.25,705.32,74.69,10.59,4.24,41.49,743.06,10.71,0.01,4.94,43.71,1
MS-17770,Maxwell Schwartz,Binders,8/31/24,1/7/25,-129,19,3144.68,280.86,8.9,3.84,165.51,3438.43,574.61,16.71,3.84,180.97,4020.23,278.95,0.07,4.42,211.59,1
DM-13525,Don Miller,Furnishings,9/5/23,1/7/25,-490,10,1376.79,199.77,14.5,3.3,137.68,1378.75,201.73,14.63,3.3,137.88,1382.68,195.65,0.14,3.6,138.27,1
DP-13390,Dennis Pardue,Binders,1/6/24,1/7/25,-367,14,5480.72,"1,571.83",28.7,3.57,391.48,6507.04,2598.15,39.93,3.57,464.79,8864.76,2680.46,0.3,4.5,633.2,0
MC-17845,Michael Chen,Labels,12/29/24,1/7/25,-9,14,3805.71,698.42,18.4,3.21,271.84,4274.01,1166.72,27.3,3.21,305.29,5006.37,873.43,0.17,3.71,357.6,1
DC-12850,Dan Campbell,Storage,11/23/24,1/7/25,-45,18,3336.17,"-1,441.63",-43.2,3.56,185.34,3804.11,-973.69,-25.6,3.56,211.34,4556.26,-2197.51,-0.48,3.89,253.13,2
BC-11125,Becky Castell,Chairs,6/11/24,1/7/25,-210,18,2933.68,251.60,8.6,3.33,162.98,3318.99,636.91,19.19,3.33,184.39,4037.35,323.01,0.08,4.0,224.3,1
EP-13915,Emily Phan,Copiers,12/18/24,1/7/25,-20,31,5478.06,144.96,2.6,4.0,176.71,6163.65,830.55,13.47,4.0,198.83,7503.19,30.34,0.0,4.87,242.04,0
MH-18025,Michelle Huthwaite,Chairs,11/11/24,1/7/25,-57,10,2984.95,476.90,16.0,3.1,298.49,3552.28,1044.23,29.4,3.1,355.23,4506.01,706.42,0.16,4.0,450.6,1
EB-13705,Ed Braxton,Tables,11/12/24,1/7/25,-56,12,3644.98,13.62,0.4,4.58,303.75,4204.23,572.88,13.63,4.58,350.35,5252.69,-50.88,-0.01,6.25,437.72,1
DS-13030,Darrin Sayre,Bookcases,9/28/24,1/7/25,-101,19,1762.21,193.33,11.0,2.84,92.75,1850.66,281.78,15.23,2.84,97.4,2087.61,217.44,0.1,3.63,109.87,1
GH-14410,Gary Hansen,Binders,10/16/24,1/7/25,-83,17,2819.47,-576.83,-20.5,3.82,165.85,3096.08,-300.22,-9.7,3.82,182.12,3667.74,-964.28,-0.26,4.76,215.75,2
BM-11650,Brian Moss,Paper,11/27/24,1/7/25,-41,29,7294.19,"2,199.28",30.2,3.28,251.52,7604.46,2509.56,33.0,3.28,262.22,8296.44,2491.56,0.3,3.62,286.08,0
MH-17455,Mark Hamilton,Binders,10/6/24,1/7/25,-93,11,2456.18,484.77,19.7,4.09,223.29,2783.69,812.28,29.18,4.09,253.06,3451.66,715.3,0.21,4.82,313.79,1
JK-15205,Jamie Kunitz,Phones,10/30/24,1/7/25,-69,13,4427.14,"1,219.98",27.6,5.15,340.55,4442.62,1235.46,27.81,5.15,341.74,4501.83,1216.84,0.27,5.38,346.29,1
PV-18985,Paul Van Hugh,Chairs,10/2/24,1/7/25,-97,13,2876.05,434.53,15.1,4.0,221.23,3000.94,559.42,18.64,4.0,230.84,3284.89,450.0,0.14,4.38,252.68,1
AC-10420,Alyssa Crouse,Tables,5/12/24,1/7/25,-240,5,925.8,-62.13,-6.7,3.4,185.16,1073.86,85.93,8.0,3.4,214.77,1412.34,-98.91,-0.07,4.4,282.47,2
ME-17725,Max Engle,Paper,12/2/24,1/7/25,-36,13,1908.45,77.81,4.1,3.54,146.8,2208.84,378.2,17.12,3.54,169.91,2792.74,81.72,0.03,4.38,214.83,1
SS-20515,Shirley Schmidt,Appliances,8/26/23,1/7/25,-500,6,613.4,199.93,32.6,6.0,102.23,658.43,244.96,37.2,6.0,109.74,733.48,255.17,0.35,7.33,122.25,1
BF-10975,Barbara Fisher,Art,9/30/24,1/7/25,-99,13,599.8,227.44,37.9,2.92,46.14,602.23,229.87,38.17,2.92,46.33,609.05,226.28,0.37,3.23,46.85,1
AW-10930,Arthur Wiediger,Binders,11/14/24,1/7/25,-54,16,2852.97,-104.55,-3.7,4.25,178.31,2936.47,-21.05,-0.72,4.25,183.53,3064.97,-190.56,-0.06,4.75,191.56,2
PB-19150,Philip Brown,Storage,9/24/24,1/7/25,-105,11,1456.95,280.66,19.3,4.91,132.45,1547.71,371.42,24.0,4.91,140.7,1733.9,320.02,0.18,5.36,157.63,1
AH-10120,Adrian Hane,Chairs,10/31/24,1/7/25,-68,16,1735.51,-2.31,-0.1,4.06,108.47,1893.51,155.68,8.22,4.06,118.34,2185.41,-160.68,-0.07,4.75,136.59,2
JL-15130,Jack Lebron,Binders,12/22/24,1/7/25,-16,12,1214.96,-207.80,-17.1,3.5,101.25,1406.25,-16.5,-1.17,3.5,117.19,1695.8,-332.82,-0.2,4.08,141.32,2
CA-12310,Christine Abelman,Tables,12/17/24,1/7/25,-21,11,1421.95,246.02,17.3,2.27,129.27,1441.0,265.07,18.39,2.27,131.0,1506.76,248.62,0.17,2.55,136.98,1
EM-14140,Eugene Moren,Binders,11/12/24,1/7/25,-56,21,4588.44,"1,319.37",28.8,3.52,218.5,4632.38,1363.31,29.43,3.52,220.59,4698.29,1349.54,0.29,3.71,223.73,1
KM-16375,Katherine Murray,Chairs,11/4/24,1/7/25,-64,20,5620.19,973.79,17.3,3.45,281.01,6085.5,1439.1,23.65,3.45,304.27,6810.18,920.38,0.14,4.0,340.51,1
CC-12145,Charles Crestani,Furnishings,9/15/24,1/7/25,-114,11,2471.65,392.28,15.9,2.82,224.7,2866.89,787.52,27.47,2.82,260.63,3779.74,536.84,0.14,3.18,343.61,1
SW-20245,Scot Wooten,Binders,10/10/24,1/7/25,-89,10,1085.08,-19.61,-1.8,3.3,108.51,1251.33,146.64,11.72,3.3,125.13,1568.35,-79.43,-0.05,4.5,156.83,2
RD-19720,Roger Demir,Binders,12/9/24,1/7/25,-29,20,1419.74,207.33,14.6,3.9,70.99,1536.64,324.23,21.1,3.9,76.83,1758.51,212.33,0.12,4.55,87.93,1
ME-18010,Michelle Ellison,Chairs,9/29/24,1/7/25,-100,6,1256.94,107.36,8.5,2.5,209.49,1477.22,327.64,22.18,2.5,246.2,1944.06,164.08,0.08,3.17,324.01,1
HM-14860,Harry Marie,Chairs,12/28/24,1/7/25,-10,20,8236.76,"2,437.98",29.6,3.8,411.84,8560.56,2761.77,32.26,3.8,428.03,9181.44,2247.38,0.24,4.3,459.07,0
EM-14065,Erin Mull,Art,11/13/24,1/7/25,-55,6,228.99,40.15,17.5,3.67,38.17,231.24,42.4,18.34,3.67,38.54,234.61,36.04,0.15,4.33,39.1,1
AB-10255,Alejandro Ballentine,Art,7/17/24,1/7/25,-174,14,914.53,264.57,28.9,2.79,65.32,917.62,267.65,29.17,2.79,65.54,922.24,268.04,0.29,2.86,65.87,1
JL-15850,John Lucas,Storage,4/25/23,1/7/25,-623,11,2725.26,779.90,28.6,3.45,247.75,2763.93,818.58,29.62,3.45,251.27,2839.54,808.46,0.28,4.0,258.14,1
AG-10900,Arthur Gainer,Art,9/25/24,1/7/25,-104,21,4510.8,343.68,7.6,4.38,214.8,4973.14,806.03,16.21,4.38,236.82,5911.07,448.76,0.08,5.33,281.48,1
NC-18535,Nick Crebassa,Supplies,12/24/24,1/7/25,-14,15,8241.74,"1,314.76",16.0,4.27,549.45,9588.05,2661.07,27.75,4.27,639.2,12083.03,2040.46,0.17,5.6,805.54,0
KL-16645,Ken Lonsdale,Furnishings,11/13/24,1/7/25,-55,29,14175.23,806.86,5.7,3.9,488.8,14386.22,1017.85,7.08,3.9,496.08,14787.42,904.35,0.06,4.31,509.91,0
SG-20470,Sheri Gordon,Chairs,6/30/24,1/7/25,-191,14,1884.8,-119.01,-6.3,4.43,134.63,2138.9,135.1,6.32,4.43,152.78,2687.16,-294.19,-0.11,5.29,191.94,2
LF-17185,Luke Foster,Furnishings,12/8/24,1/7/25,-30,16,3930.51,"-3,583.98",-91.2,4.31,245.66,4447.88,-3066.61,-68.95,4.31,277.99,5252.23,-5419.81,-1.03,5.13,328.26,2
CL-11890,Carl Ludwig,Storage,9/15/24,1/7/25,-114,7,1262.01,328.08,26.0,3.43,180.29,1467.1,533.17,36.34,3.43,209.59,1922.53,530.3,0.28,4.29,274.65,1
AS-10045,Aaron Smayling,Paper,10/3/24,1/7/25,-96,10,3050.69,-253.57,-8.3,4.8,305.07,3634.14,329.87,9.08,4.8,363.41,4785.71,-457.27,-0.1,6.4,478.57,2
BB-10990,Barry Blumstein,Storage,9/16/24,1/7/25,-113,8,744.34,11.58,1.6,3.25,93.04,750.21,17.46,2.33,3.25,93.78,761.12,-15.27,-0.02,3.75,95.14,1
TS-21430,Tom Stivers,Bookcases,7/11/24,1/7/25,-180,7,2054.14,48.70,2.4,4.43,293.45,2438.06,432.62,17.74,4.43,348.29,3016.92,58.96,0.02,5.71,430.99,1
IL-15100,Ivan Liston,Binders,8/10/24,1/7/25,-150,14,5040.74,"1,121.94",22.3,4.29,360.05,5355.23,1436.44,26.82,4.29,382.52,5900.76,1315.74,0.22,4.93,421.48,1
AS-10630,Ann Steele,Fasteners,9/29/24,1/7/25,-100,12,833.4,136.49,16.4,2.83,69.45,927.89,230.98,24.89,2.83,77.32,1125.71,161.0,0.14,3.17,93.81,1
NZ-18565,Nick Zandusky,Binders,10/6/24,1/7/25,-93,20,2488.31,402.42,16.2,3.85,124.42,2638.45,552.56,20.94,3.85,131.92,2978.8,380.22,0.13,4.65,148.94,1
BK-11260,Berenike Kampe,Paper,10/14/24,1/7/25,-85,16,659.14,-63.76,-9.7,3.63,41.2,706.56,-16.34,-2.31,3.63,44.16,799.19,-136.83,-0.17,3.94,49.95,2
VD-21670,Valerie Dominguez,Appliances,5/28/23,1/7/25,-590,16,6442.25,"1,617.79",25.1,4.44,402.64,6555.14,1730.68,26.4,4.44,409.7,6731.07,1630.35,0.24,4.81,420.69,1
RS-19420,Ricardo Sperren,Chairs,10/15/24,1/7/25,-84,9,3221.29,633.45,19.7,3.22,357.92,3801.14,1213.31,31.92,3.22,422.35,4929.75,955.19,0.19,3.89,547.75,1
CS-12130,Chad Sievert,Chairs,8/28/23,1/7/25,-498,7,884.64,143.83,16.3,4.0,126.38,952.67,211.86,22.24,4.0,136.1,1079.01,155.98,0.14,4.57,154.14,1
GZ-14470,Gary Zandusky,Tables,12/23/24,1/7/25,-15,14,4355.15,"1,087.75",25.0,3.43,311.08,4771.83,1504.44,31.53,3.43,340.85,5435.25,1284.67,0.24,3.93,388.23,1
SS-20590,Sonia Sunley,Art,10/24/23,1/7/25,-441,9,418.49,135.54,32.4,1.89,46.5,423.63,140.68,33.21,1.89,47.07,434.24,142.83,0.33,2.22,48.25,1
RF-19735,Roland Fjeld,Accessories,10/2/24,1/7/25,-97,14,2341.3,711.62,30.4,3.79,167.24,2420.71,791.03,32.68,3.79,172.91,2601.4,787.46,0.3,4.21,185.81,1
TB-21625,Trudy Brown,Accessories,11/30/24,1/7/25,-38,15,2797.67,379.88,13.6,4.0,186.51,3206.44,788.66,24.6,4.0,213.76,3928.19,482.93,0.12,4.87,261.88,1
VG-21790,Vivek Gonzalez,Bookcases,7/29/24,1/7/25,-162,8,846.01,143.63,17.0,4.0,105.75,924.22,221.83,24.0,4.0,115.53,1041.53,172.68,0.17,4.88,130.19,1
MB-17305,Maria Bertelson,Furnishings,11/12/24,1/7/25,-56,19,1548.7,212.43,13.7,3.32,81.51,1682.46,346.18,20.58,3.32,88.55,1925.44,224.67,0.12,3.63,101.34,1
LR-16915,Lena Radford,Furnishings,12/4/24,1/7/25,-34,16,5142.89,535.48,10.4,4.0,321.43,5389.11,781.69,14.51,4.0,336.82,5857.31,418.28,0.07,4.5,366.08,1
MA-17560,Matt Abelman,Furnishings,10/27/24,1/7/25,-72,34,4299.16,"1,240.23",28.8,3.44,126.45,4422.57,1363.64,30.83,3.44,130.08,4693.18,1272.71,0.27,3.53,138.03,1
DB-13405,Denny Blanton,Appliances,8/8/24,1/7/25,-152,26,3674.68,"1,221.02",33.2,3.85,141.33,4063.76,1610.09,39.62,3.85,156.3,4849.24,1715.06,0.35,4.58,186.51,1
JH-15985,Joseph Holt,Binders,12/1/24,1/7/25,-37,14,7955.0,-644.70,-8.1,4.57,568.21,9253.11,653.41,7.06,4.57,660.94,11521.31,-1251.4,-0.11,5.79,822.95,0
ED-13885,Emily Ducich,Labels,8/17/24,1/7/25,-143,14,3484.92,670.44,19.2,3.86,248.92,4037.49,1223.01,30.29,3.86,288.39,4991.27,984.67,0.2,4.64,356.52,1
GM-14500,Gene McClure,Paper,9/15/24,1/7/25,-114,13,1255.68,441.32,35.1,4.08,96.59,1470.18,655.82,44.61,4.08,113.09,1865.24,662.39,0.36,5.15,143.48,1
AG-10525,Andy Gerbode,Paper,9/7/22,1/7/25,-853,9,1455.04,-152.76,-10.5,3.67,161.67,1673.76,65.96,3.94,3.67,185.97,2097.71,-280.81,-0.13,4.67,233.08,2
MG-17650,Matthew Grinstein,Phones,12/1/24,1/7/25,-37,14,3785.28,341.90,9.0,4.07,270.38,3785.28,341.9,9.03,4.07,270.38,3785.28,341.9,0.09,4.07,270.38,1
BW-11200,Ben Wallace,Furnishings,6/10/24,1/7/25,-211,10,1738.41,247.00,14.2,4.9,173.84,1886.51,395.1,20.94,4.9,188.65,2254.16,355.25,0.16,6.0,225.42,1
DH-13675,Duane Huffman,Appliances,11/15/22,1/7/25,-784,11,1043.1,116.67,11.2,3.73,94.83,1125.36,198.93,17.68,3.73,102.31,1248.76,114.25,0.09,3.91,113.52,1
CS-12175,Charles Sheldon,Binders,5/12/24,1/7/25,-240,8,844.46,113.14,13.4,3.75,105.56,946.25,214.93,22.71,3.75,118.28,1142.31,162.45,0.14,5.25,142.79,1
CS-12355,Christine Sundaresam,Appliances,12/24/24,1/7/25,-14,22,3202.16,831.94,26.0,3.36,145.55,3411.44,1041.22,30.52,3.36,155.07,3860.94,1054.96,0.27,3.91,175.5,1
KH-16510,Keith Herrera,Binders,12/8/24,1/7/25,-30,23,5952.86,656.12,11.0,3.96,258.82,6602.1,1305.36,19.77,3.96,287.05,7699.09,570.82,0.07,4.87,334.74,0
TS-21610,Troy Staebel,Tables,11/5/24,1/7/25,-63,11,2820.42,-294.70,-10.4,4.0,256.4,3256.39,141.27,4.34,4.0,296.04,3996.99,-427.22,-0.11,5.0,363.36,2
DJ-13510,Don Jones,Binders,11/12/24,1/7/25,-56,13,2501.69,345.25,13.8,4.0,192.44,2860.67,704.24,24.62,4.0,220.05,3428.13,398.89,0.12,4.62,263.7,1
LH-16900,Lena Hernandez,Bookcases,12/9/24,1/7/25,-29,15,2295.33,526.07,22.9,4.27,153.02,2484.55,715.29,28.79,4.27,165.64,2828.88,695.63,0.25,5.27,188.59,1
JB-15400,Jennifer Braxton,Binders,12/23/24,1/7/25,-15,18,1830.49,174.71,9.5,2.72,101.69,2027.06,371.29,18.32,2.72,112.61,2693.32,261.15,0.1,3.61,149.63,1
DO-13645,Doug O'Connell,Paper,12/4/24,1/7/25,-34,13,2043.3,658.78,32.2,2.92,157.18,2218.78,834.26,37.6,2.92,170.68,2579.25,763.73,0.3,3.69,198.4,1
CR-12730,Craig Reiter,Chairs,10/13/24,1/7/25,-86,6,1600.55,306.92,19.2,3.0,266.76,1685.49,391.86,23.25,3.0,280.91,1812.9,302.58,0.17,3.33,302.15,1
DE-13255,Deanra Eno,Art,1/11/23,1/7/25,-727,9,2550.87,464.47,18.2,4.22,283.43,2835.54,749.14,26.42,4.22,315.06,3262.54,665.03,0.2,5.0,362.5,1
JP-15520,Jeremy Pistek,Supplies,12/22/24,1/7/25,-16,16,3635.59,757.18,20.8,3.94,227.22,3772.11,893.7,23.69,3.94,235.76,3976.89,783.12,0.2,4.13,248.56,1
AP-10915,Arthur Prichep,Furnishings,9/23/24,1/7/25,-106,31,3323.56,579.31,17.4,3.29,107.21,3718.77,974.52,26.21,3.29,119.96,4533.99,723.03,0.16,3.52,146.26,1
RB-19645,Robert Barroso,Binders,3/22/23,1/7/25,-657,7,221.08,72.68,32.9,4.14,31.58,232.66,84.25,36.21,4.14,33.24,250.01,82.7,0.33,4.43,35.72,1
RH-19495,Rick Hansen,Paper,11/28/24,1/7/25,-40,8,3621.38,563.79,15.6,4.75,452.67,3843.56,785.98,20.45,4.75,480.45,4256.2,403.22,0.09,5.75,532.03,1
JP-15460,Jennifer Patt,Furnishings,11/23/24,1/7/25,-45,15,1669.14,429.75,25.7,3.6,111.28,1698.45,459.06,27.03,3.6,113.23,1808.42,397.09,0.22,3.87,120.56,1
DW-13585,Dorothy Wardle,Supplies,5/2/24,1/7/25,-250,10,1204.85,-266.90,-22.2,4.4,120.49,1341.1,-130.65,-9.74,4.4,134.11,1545.46,-471.35,-0.3,5.1,154.55,2
JM-15265,Janet Molinari,Furnishings,11/23/24,1/7/25,-45,13,1804.15,502.61,27.9,4.0,138.78,1862.44,560.91,30.12,4.0,143.26,1950.48,567.56,0.29,4.46,150.04,1
JE-15715,Joe Elijah,Binders,11/14/24,1/7/25,-54,30,10461.46,"1,443.18",13.8,4.3,348.72,12209.03,3190.75,26.13,4.3,406.97,15657.22,2039.8,0.13,5.73,521.91,0
RC-19960,Ryan Crowe,Envelopes,9/11/24,1/7/25,-118,11,885.75,10.56,1.2,4.0,80.52,940.85,65.66,6.98,4.0,85.53,1161.24,-160.24,-0.14,4.09,105.57,2
MW-18220,Mitch Webber,Phones,12/13/24,1/7/25,-25,14,5341.9,"1,238.42",23.2,3.64,381.56,5628.57,1525.09,27.1,3.64,402.04,6058.58,1303.61,0.22,3.79,432.76,1
KB-16315,Karl Braun,Furnishings,3/9/24,1/7/25,-304,22,1569.46,49.72,3.2,2.82,71.34,1586.31,66.57,4.2,2.82,72.11,1614.67,55.53,0.03,3.14,73.39,1
PP-18955,Paul Prost,Art,9/24/24,1/7/25,-105,34,7252.61,"1,495.09",20.6,4.06,213.31,7891.04,2133.52,27.04,4.06,232.09,8989.86,1757.84,0.2,4.59,264.41,0
FM-14290,Frank Merwin,Accessories,11/24/24,1/7/25,-44,20,3736.2,198.11,5.3,3.95,186.81,3740.35,202.26,5.41,3.95,187.02,3750.41,190.11,0.05,4.35,187.52,1
CC-12610,Corey Catlett,Furnishings,11/26/24,1/7/25,-42,12,2540.63,331.43,13.0,3.25,211.72,2830.16,620.96,21.94,3.25,235.85,3546.63,403.17,0.11,3.92,295.55,1
ZD-21925,Zuschuss Donatelli,Art,6/11/24,1/7/25,-210,9,1493.94,249.13,16.7,3.56,165.99,1498.49,253.67,16.93,3.56,166.5,1505.3,252.82,0.17,3.78,167.26,1
RA-19945,Ryan Akin,Tables,10/30/24,1/7/25,-69,9,1686.92,-445.70,-26.4,3.0,187.44,1872.97,-259.65,-13.86,3.0,208.11,2181.05,-722.0,-0.33,3.56,242.34,2
HH-15010,Hilary Holden,Paper,10/19/24,1/7/25,-80,6,218.67,86.73,39.7,3.33,36.44,223.54,91.61,40.98,3.33,37.26,230.85,85.06,0.37,3.5,38.48,1
AT-10735,Annie Thurman,Binders,12/17/24,1/7/25,-21,16,3831.86,974.11,25.4,3.75,239.49,3852.96,995.2,25.83,3.75,240.81,3891.27,996.17,0.26,4.19,243.2,1
SJ-20500,Shirley Jackson,Accessories,4/21/24,1/7/25,-261,7,1318.78,68.10,5.2,4.29,188.4,1512.46,261.78,17.31,4.29,216.07,1824.38,205.49,0.11,5.29,260.63,1
LT-16765,Larry Tron,Art,12/4/24,1/7/25,-34,3,329.88,59.04,17.9,2.67,109.96,329.88,59.04,17.9,2.67,109.96,329.88,59.04,0.18,2.67,109.96,1
KD-16345,Katherine Ducich,Art,11/19/24,1/7/25,-49,10,1888.96,328.59,17.4,3.6,188.9,1972.23,411.87,20.88,3.6,197.22,2165.54,293.81,0.14,4.1,216.55,1
MR-17545,Mathew Reese,Binders,8/27/24,1/7/25,-133,6,639.18,162.94,25.5,4.83,106.53,648.12,171.87,26.52,4.83,108.02,662.29,161.81,0.24,5.83,110.38,1
PR-18880,Patrick Ryan,Furnishings,11/24/24,1/7/25,-44,12,1840.18,247.62,13.5,3.58,153.35,1977.35,384.8,19.46,3.58,164.78,2284.41,290.17,0.13,4.17,190.37,1
NP-18700,Nora Preis,Storage,8/14/24,1/7/25,-146,13,7903.18,631.23,8.0,4.85,607.94,8874.7,1602.74,18.06,4.85,682.67,10374.46,705.94,0.07,6.0,798.04,0
VP-21760,Victoria Pisteka,Furnishings,10/16/24,1/7/25,-83,14,3360.53,"-1,018.78",-30.3,4.64,240.04,3832.37,-546.93,-14.27,4.64,273.74,4733.35,-1692.71,-0.36,5.57,338.1,2
SZ-20035,Sam Zeldin,Tables,11/25/24,1/7/25,-43,20,3625.33,366.43,10.1,3.45,181.27,3839.62,580.72,15.12,3.45,191.98,4261.46,367.15,0.09,3.75,213.07,1
LR-17035,Lisa Ryan,Binders,8/20/24,1/7/25,-140,12,1879.31,-382.81,-20.4,3.67,156.61,1989.97,-272.14,-13.68,3.67,165.83,2215.44,-455.43,-0.21,4.42,184.62,2
DK-13375,Dennis Kane,Phones,12/11/24,1/7/25,-27,23,3318.49,377.08,11.4,3.35,144.28,3340.08,398.67,11.94,3.35,145.22,3409.94,360.05,0.11,3.52,148.26,1
MC-17275,Marc Crier,Chairs,10/15/24,1/7/25,-84,13,2725.98,461.00,16.9,4.15,209.69,3092.71,827.73,26.76,4.15,237.9,3756.95,629.62,0.17,5.23,289.0,1
BM-11140,Becky Martin,Chairs,2/26/24,1/7/25,-316,16,11789.63,"-1,659.96",-14.1,4.0,736.85,13813.17,363.59,2.63,4.0,863.32,16982.02,-2354.96,-0.14,4.75,1061.38,0
KT-16465,Kean Takahito,Chairs,12/4/23,1/7/25,-400,14,3057.1,254.00,8.3,3.21,218.36,3576.57,773.47,21.63,3.21,255.47,4505.28,299.47,0.07,4.07,321.81,1
SP-20620,Stefania Perrino,Appliances,11/13/24,1/7/25,-55,24,5440.32,-270.43,-5.0,3.21,226.68,5789.31,78.56,1.36,3.21,241.22,6343.78,-405.96,-0.06,3.67,264.32,2
LH-17020,Lisa Hazard,Binders,5/5/24,1/7/25,-247,6,318.24,-242.74,-76.3,5.67,53.04,348.38,-212.59,-61.02,5.67,58.06,408.6,-388.06,-0.95,7.0,68.1,2
KC-16255,Karen Carlisle,Accessories,11/18/23,1/7/25,-416,10,2120.95,846.12,39.9,4.0,212.1,2240.25,965.42,43.09,4.0,224.03,2442.61,996.55,0.41,5.3,244.26,1
RR-19525,Rick Reed,Chairs,7/13/24,1/7/25,-178,10,3302.26,721.68,21.9,3.6,330.23,3478.92,898.34,25.82,3.6,347.89,3743.91,833.26,0.22,4.0,374.39,1
LC-17140,Logan Currie,Furnishings,12/17/24,1/7/25,-21,19,2633.58,231.13,8.8,3.26,138.61,2664.76,262.31,9.84,3.26,140.25,2713.06,240.87,0.09,3.53,142.79,1
MS-17365,Maribeth Schnelling,Labels,4/1/24,1/7/25,-281,24,7443.69,844.94,11.4,4.38,310.15,8233.07,1634.31,19.85,4.38,343.04,9453.12,960.36,0.1,5.21,393.88,0
CC-12220,Chris Cortes,Paper,12/10/24,1/7/25,-28,22,3913.42,393.96,10.1,3.68,177.88,4220.32,700.86,16.61,3.68,191.83,4897.13,331.39,0.07,4.09,222.6,1
DL-12925,Daniel Lacy,Machines,11/3/24,1/7/25,-65,14,3272.2,4.21,0.1,3.07,233.73,3543.51,275.52,7.78,3.07,253.11,3950.47,-267.96,-0.07,3.29,282.18,2
SF-20065,Sandra Flanagan,Furnishings,11/1/24,1/7/25,-67,9,763.55,228.16,29.9,3.89,84.84,777.82,242.44,31.17,3.89,86.42,799.23,227.65,0.28,4.0,88.8,1
AR-10345,Alex Russell,Art,9/10/24,1/7/25,-119,7,1073.35,-215.97,-20.1,3.0,153.34,1214.08,-75.24,-6.2,3.0,173.44,1602.42,-346.57,-0.22,3.43,228.92,2
